x,y,z,type
33.480208744782885,-81.63696157120694,11.62201756714212,CLL
96.39359969246152,214.153146392174,12.503020740529522,CLL
-133.97173425348473,361.2322272603858,39.678237737212,CLL
307.1070203195128,-345.31515181513885,54.67536911005729,CLL
23.28624930024978,-48.45297718257558,24.225396628700793,CLL
-383.25209723120446,-91.9799087149189,12.464956380731422,CLL
-370.93487517093706,187.46480404972806,38.924816234199255,CLL
36.85914650261839,-250.13253474207065,52.27122278101906,CLL
436.57021807083913,140.25091495227628,44.89912806734945,CLL
-191.64787832380125,377.48924173148805,52.12543383219523,CLL
369.54116885921826,-81.86840020637732,32.19328026064796,CLL
264.0955865788793,411.01569997922,45.11257466215145,CLL
-252.18755709309315,493.1637389334784,8.403873561536187,CLL
-463.65925168375753,-393.9079500520479,20.89647692179149,CLL
-398.15273485761725,-266.9468120151414,23.372949868891347,CLL
228.4939338474402,450.3797514820932,30.677744774762076,CLL
-300.33026195935327,458.32768648138676,55.74458161540942,CLL
-128.7290794946062,-402.2927246132415,52.45779361333046,CLL
1.6991660064248322,-485.0014996228633,8.071529537351072,CLL
225.4681684501628,-338.8999767435778,10.367379112947791,CLL
-386.7687767408746,496.01278338224824,21.45843297533468,CLL
-93.63359472253853,-320.00038338931313,17.444631953440435,CLL
-14.92709085730462,2.547606722023147,36.88625718937574,CLL
40.8270639715397,348.41772643051104,54.16656286587269,CLL
318.3606413952167,-479.59838931179365,57.73749250035521,CLL
-328.3218049567831,104.48898225845949,39.21617715211359,CLL
307.83145182662236,-222.9745511303757,50.2895520840652,CLL
192.87842769665224,362.3349164397316,31.512132013847825,CLL
55.87081419895935,-216.53885073592085,12.499616811602383,CLL
199.52787040257192,186.7557202819089,31.481304725608645,CLL
-87.98226104834362,174.21963244739686,33.30495608625907,CLL
-361.60241403187547,-278.50645114036,44.5474538528134,CLL
165.7652402653673,-465.2008001316499,13.192979382440946,CLL
24.67230668562229,-90.75042621460273,22.098622925203905,CLL
139.37480054277546,-210.80684803413033,21.84164815287398,CLL
-162.00121897151,308.9777496137086,57.566375744469894,CLL
406.8665773398359,300.36418845534524,26.636697619603137,CLL
87.3698685755769,-42.97604780737453,45.30563803788879,CLL
-414.5975157091262,106.5122253232189,45.048682882466345,CLL
-50.19600929557134,104.25951598692518,15.932651088194483,CLL
256.35605474363433,327.15814842762336,34.312181362303924,CLL
294.13456173227235,-74.99758587680248,53.65817359911888,CLL
-5.402947236241232,-224.55332020949095,28.511863167416966,CLL
394.7475708313011,-234.96508185945254,56.70705044055276,CLL
-232.33156280570245,36.19227928220414,12.867493759449696,CLL
-89.4013027617334,-50.85179726778745,4.449546346441844,CLL
398.5969105689701,-59.8792290150638,53.48723238868496,CLL
396.2567164715789,-408.8626609102928,50.860871877733,CLL
185.7127688246809,218.60374069019565,59.55539255603068,CLL
358.9805471222202,-286.2633120180893,40.76360928674556,CLL
-411.22673304376735,-303.0463697912786,56.20127560002897,CLL
364.9949762077763,-87.24167972260653,49.61694150504665,CLL
-179.38009344977326,-272.2216583821986,50.66557998720521,CLL
-321.66848757178366,83.85826730801534,34.148494227256094,CLL
-260.63016365795363,-128.53666066552847,22.94187587500265,CLL
-82.03149198611294,-51.08827740720989,56.07348435259691,CLL
-248.80799539553277,37.16932160402882,25.92703053695367,CLL
-179.43241398350096,-296.46447751819517,32.32916203498014,CLL
-365.0215139283579,-344.2483771344702,26.766858427511263,CLL
-203.8232344410015,380.4219028736047,33.889098837611826,CLL
72.28381454200121,-66.27629716857899,28.23030473953963,CLL
-58.146291908936064,-87.90639036746086,2.8780535147685526,CLL
-153.2812387640888,-464.38784972715854,52.922891160461916,CLL
246.45212885711396,-2.0236974126067935,26.663629134946188,CLL
393.50997139331787,54.169721611000114,35.33661891044092,CLL
256.789222902397,58.84087095466646,8.351268165479222,CLL
-167.99929788232083,207.03116932288435,0.20327087895834817,CLL
244.4421678375537,-322.51816500898826,14.717405618618578,CLL
-348.0198175259488,-247.77686576938117,42.27516192800101,CLL
-369.6820119087091,310.73046523041273,5.9516718067727155,CLL
-154.37296296384108,447.170616843394,54.53324642318807,CLL
