x,y,z,type
-331.06493692783545,129.55769689173655,11.917896831712147,CLL
-221.40966096804135,-445.66796517709616,47.003233199750305,CLL
-322.9895157232532,248.64523412619997,54.55516166621955,CLL
-411.2974662429444,-182.41320473888334,22.213931141074603,CLL
-379.3641288993992,-499.8653069955147,45.076735462426015,CLL
-39.22123196727421,11.129139237229822,53.81971736186466,CLL
-293.6662815942075,-453.14809147239686,50.767452631813896,CLL
-135.73013895192452,-223.83044217910054,10.968803312353554,CLL
3.417270854856895,206.9764874557162,57.377512890801675,CLL
190.3948286293653,-437.31037837813415,22.600586425767748,CLL
-460.68786015890106,339.33849235600235,20.35443967043018,CLL
299.41039890904267,-496.1800773414169,3.74587963666682,CLL
127.90038949090774,-253.17613079809774,29.17041924629298,CLL
-418.2409680511281,240.90405615207146,6.540816938455722,CLL
373.57862410677717,-183.7298502706932,14.912389255645559,CLL
420.8724005318131,-398.1076119339865,19.016557306036884,CLL
-438.92204014513624,-139.7660811995721,48.52957940950104,CLL
-223.12235185279627,-229.60671361547446,52.52931902375379,CLL
306.2012797930613,342.7119021605549,18.14797904768818,CLL
248.25969038365838,-186.65208241485686,51.521887274674434,CLL
-315.47898064362266,288.9324717760072,51.43385624218746,CLL
-290.6506766632897,391.87214481073477,45.879057023092415,CLL
-129.52789720861801,-66.18258042347048,8.801706840910892,CLL
-15.477014808978652,409.943143854392,41.41937081404374,CLL
118.25477153029601,-122.68194603680718,56.701443874834126,CLL
-131.08636043022761,464.0784164901082,40.952428726029424,CLL
-37.46528386685213,-410.7104754744271,19.897010946470036,CLL
247.4709381337566,187.01926650324276,30.034759045849878,CLL
-463.3167971094021,-6.185959543071306,38.74350260106322,CLL
-247.56305565597924,-112.35119454435295,30.634224523710213,CLL
213.34958588455243,132.71187874860095,7.19717650385819,CLL
395.20683768719937,203.85709163433114,18.72384267912124,CLL
11.67744211566611,-495.63673034969094,48.14376183321795,CLL
32.1134852653156,-333.0469112528013,51.685082765731046,CLL
-392.8279886602239,213.0460506343187,8.238001962934213,CLL
-52.58763317654535,166.38541357820645,57.143205143923474,CLL
32.61726645502313,466.04750512867724,19.72935707091656,CLL
-257.52949636527035,261.037790250783,39.7388243238432,CLL
-230.75676905061903,450.7727077313381,45.10950875740087,CLL
-122.71583689537738,202.54050153480694,48.716774078273005,CLL
-479.92880222227365,-201.94779136055683,56.74498213355581,CLL
